"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad de Realizar Compra Con MasterCard","Compra exitosa","SUCCESS","2021-08-07T02:14:22.121-03:00[America/Buenos_Aires]","0.0","14.03"
